Complaint_id,Subscriber_id,Complaint_date,Resolution_date,description,Complaint_type
CMP008787,SUB029825,2019-05-22 10:03:48,2019-05-23 22:00:40,Customer reported: SIM activation problem. Issue observed in Ludhiana area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008788,SUB039679,2024-12-30 14:23:44,,Customer reported: Roaming issue. Issue observed in Meerut area. Ticket escalated to Level 3 support.,Roaming issue
CMP008789,SUB033535,2020-09-02 01:17:47,2020-09-12 08:04:19,Customer reported: Billing issue. Issue observed in Jabalpur area. Ticket escalated to Level 3 support.,Billing issue
CMP008790,SUB004373,2021-07-12 10:06:07,2021-07-19 10:26:14,Customer reported: Number portability. Issue observed in Bangalore area. Ticket escalated to Level 3 support.,Number portability
CMP008791,SUB049659,2024-03-12 19:54:37,2024-03-21 11:40:12,Customer reported: Recharge failure. Issue observed in Salem area. Ticket escalated to Level 3 support.,Recharge failure
CMP008792,SUB016031,2024-06-30 20:25:24,2024-07-12 05:26:13,Customer reported: Slow internet speed. Issue observed in Chennai area. Ticket escalated to Level 2 support.,Slow internet speed
CMP008793,SUB025968,2023-07-11 02:25:09,2023-07-13 17:59:25,Customer reported: Billing issue. Issue observed in Jabalpur area. Ticket escalated to Level 2 support.,Billing issue
CMP008794,SUB028519,2021-12-29 14:27:23,2022-01-11 07:34:20,Customer reported: Poor network coverage. Issue observed in Jodhpur area. Ticket escalated to Level 3 support.,Poor network coverage
CMP008795,SUB038529,2019-08-17 15:40:55,2019-08-21 08:39:33,Customer reported: Wrong deduction. Issue observed in Lucknow area. Ticket escalated to Level 1 support.,Wrong deduction
CMP008796,SUB013761,2024-08-05 05:26:21,2024-08-18 21:35:45,Customer reported: Portability delay. Issue observed in Nashik area. Ticket escalated to Level 1 support.,Portability delay
CMP008797,SUB041970,2023-05-28 23:44:19,2023-06-11 03:26:17,Customer reported: Data not credited. Issue observed in Jabalpur area. Ticket escalated to Level 3 support.,Data not credited
CMP008798,SUB010811,2024-07-13 14:12:08,2024-07-25 16:25:42,Customer reported: Customer service complaint. Issue observed in Pune area. Ticket escalated to Level 3 support.,Customer service complaint
CMP008799,SUB026243,2020-09-17 11:18:34,2020-09-20 07:01:25,Customer reported: Billing issue. Issue observed in Durgapur area. Ticket escalated to Level 2 support.,Billing issue
CMP008800,SUB042172,2020-01-16 06:09:41,2020-01-25 06:27:03,Customer reported: Portability delay. Issue observed in Patiala area. Ticket escalated to Level 3 support.,Portability delay
CMP008801,SUB043852,2019-08-10 01:51:20,2019-08-19 04:48:19,Customer reported: Number portability. Issue observed in Gandhinagar area. Ticket escalated to Level 3 support.,Number portability
CMP008802,SUB045148,2020-02-09 05:11:07,2020-02-17 07:44:30,Customer reported: Data not credited. Issue observed in Vadodara area. Ticket escalated to Level 1 support.,Data not credited
CMP008803,SUB028407,2024-02-21 23:29:48,2024-02-26 17:47:30,Customer reported: Call drops. Issue observed in Aurangabad area. Ticket escalated to Level 1 support.,Call drops
CMP008804,SUB042885,2018-11-22 16:05:52,2018-11-25 15:22:00,Customer reported: SIM activation problem. Issue observed in Bhopal area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008805,SUB031313,2024-12-14 17:26:24,2024-12-23 04:40:18,Customer reported: Number portability. Issue observed in Guntur area. Ticket escalated to Level 1 support.,Number portability
CMP008806,SUB049548,2024-12-29 09:49:00,,Customer reported: OTP not received. Issue observed in Solapur area. Ticket escalated to Level 3 support.,OTP not received
CMP008807,SUB041929,2023-08-05 16:51:31,2023-08-06 23:47:20,Customer reported: Voice call quality. Issue observed in Surat area. Ticket escalated to Level 2 support.,Voice call quality
CMP008808,SUB046174,2021-06-17 10:32:05,2021-06-21 19:21:52,Customer reported: Billing issue. Issue observed in Ahmedabad area. Ticket escalated to Level 1 support.,Billing issue
CMP008809,SUB037560,2019-03-12 02:55:54,,Customer reported: SIM activation problem. Issue observed in Ajmer area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008810,SUB001779,2018-04-23 15:22:06,2018-04-28 13:15:42,Customer reported: Wrong deduction. Issue observed in Bhopal area. Ticket escalated to Level 2 support.,Wrong deduction
CMP008811,SUB003093,2024-07-10 01:32:59,2024-07-19 16:46:43,Customer reported: OTP not received. Issue observed in Jalandhar area. Ticket escalated to Level 1 support.,OTP not received
CMP008812,SUB021877,2021-03-11 17:25:20,2021-03-13 11:04:54,Customer reported: OTP not received. Issue observed in Noida area. Ticket escalated to Level 1 support.,OTP not received
CMP008813,SUB016491,2020-11-09 20:11:29,2020-11-15 01:34:56,Customer reported: SIM activation problem. Issue observed in Gurgaon area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008814,SUB049645,2023-12-25 17:27:12,2023-12-27 16:02:30,Customer reported: Call drops. Issue observed in Hubli area. Ticket escalated to Level 2 support.,Call drops
CMP008815,SUB025101,2019-04-05 13:17:58,2019-04-16 12:26:51,Customer reported: Call drops. Issue observed in Warangal area. Ticket escalated to Level 3 support.,Call drops
CMP008816,SUB012531,2019-08-10 12:01:00,,Customer reported: Poor network coverage. Issue observed in Udaipur area. Ticket escalated to Level 3 support.,Poor network coverage
CMP008817,SUB045155,2024-03-22 08:51:32,2024-03-26 18:30:15,Customer reported: Poor network coverage. Issue observed in Indore area. Ticket escalated to Level 1 support.,Poor network coverage
CMP008818,SUB005588,2021-09-17 06:32:36,,Customer reported: International call problem. Issue observed in Nashik area. Ticket escalated to Level 2 support.,International call problem
CMP008819,SUB013176,2022-11-13 09:06:51,2022-11-23 12:32:20,Customer reported: International call problem. Issue observed in Siliguri area. Ticket escalated to Level 1 support.,International call problem
CMP008820,SUB038203,2023-08-18 16:51:43,2023-08-30 13:20:08,Customer reported: Poor network coverage. Issue observed in Vadodara area. Ticket escalated to Level 1 support.,Poor network coverage
CMP008821,SUB044766,2023-05-11 11:11:18,2023-05-16 08:02:14,Customer reported: Call drops. Issue observed in Asansol area. Ticket escalated to Level 3 support.,Call drops
CMP008822,SUB008599,2020-09-18 23:42:47,,Customer reported: SIM activation problem. Issue observed in Warangal area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008823,SUB006528,2018-08-12 23:38:41,2018-08-25 15:11:27,Customer reported: Wrong deduction. Issue observed in Coimbatore area. Ticket escalated to Level 1 support.,Wrong deduction
CMP008824,SUB005650,2022-02-05 02:52:06,,Customer reported: Call drops. Issue observed in Bikaner area. Ticket escalated to Level 1 support.,Call drops
CMP008825,SUB044032,2024-02-25 05:17:02,2024-03-05 14:56:00,Customer reported: SIM activation problem. Issue observed in Udaipur area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008826,SUB020140,2019-12-19 05:19:08,2019-12-31 04:48:01,Customer reported: Roaming issue. Issue observed in Jamnagar area. Ticket escalated to Level 3 support.,Roaming issue
CMP008827,SUB040624,2024-08-30 15:14:42,,Customer reported: Customer service complaint. Issue observed in Faridabad area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008828,SUB041292,2023-05-14 07:54:32,2023-05-22 22:33:17,Customer reported: OTP not received. Issue observed in Nagpur area. Ticket escalated to Level 1 support.,OTP not received
CMP008829,SUB042110,2024-07-19 15:09:23,2024-07-21 14:15:23,Customer reported: Portability delay. Issue observed in Bhopal area. Ticket escalated to Level 1 support.,Portability delay
CMP008830,SUB045135,2021-01-04 19:13:31,2021-01-14 12:43:42,Customer reported: Portability delay. Issue observed in Mangalore area. Ticket escalated to Level 1 support.,Portability delay
CMP008831,SUB044432,2021-12-24 23:05:07,2022-01-06 19:56:30,Customer reported: Slow internet speed. Issue observed in Visakhapatnam area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008832,SUB027573,2022-02-03 01:49:03,2022-02-14 16:16:57,Customer reported: Voice call quality. Issue observed in Ujjain area. Ticket escalated to Level 1 support.,Voice call quality
CMP008833,SUB029535,2023-01-10 20:45:09,2023-01-18 09:38:34,Customer reported: Recharge failure. Issue observed in Asansol area. Ticket escalated to Level 2 support.,Recharge failure
CMP008834,SUB032324,2018-09-16 01:14:01,,Customer reported: Slow internet speed. Issue observed in Coimbatore area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008835,SUB011133,2022-11-28 10:51:18,2022-12-05 06:14:00,Customer reported: Customer service complaint. Issue observed in Ghaziabad area. Ticket escalated to Level 3 support.,Customer service complaint
CMP008836,SUB020606,2023-10-25 00:45:56,2023-11-04 13:07:06,Customer reported: Poor network coverage. Issue observed in Bellary area. Ticket escalated to Level 1 support.,Poor network coverage
CMP008837,SUB041865,2021-01-05 21:51:24,2021-01-19 03:03:12,Customer reported: Portability delay. Issue observed in Solapur area. Ticket escalated to Level 3 support.,Portability delay
CMP008838,SUB002426,2019-03-23 09:32:02,,Customer reported: Recharge failure. Issue observed in Jalandhar area. Ticket escalated to Level 1 support.,Recharge failure
CMP008839,SUB027080,2020-12-16 00:15:03,2020-12-22 21:45:38,Customer reported: Customer service complaint. Issue observed in Bikaner area. Ticket escalated to Level 2 support.,Customer service complaint
CMP008840,SUB037241,2024-11-21 08:05:05,2024-12-02 18:11:31,Customer reported: Number portability. Issue observed in Solapur area. Ticket escalated to Level 3 support.,Number portability
CMP008841,SUB019948,2020-10-29 02:25:19,2020-11-10 21:58:42,Customer reported: Wrong deduction. Issue observed in Ghaziabad area. Ticket escalated to Level 3 support.,Wrong deduction
CMP008842,SUB000497,2024-08-15 15:51:11,2024-08-21 15:12:45,Customer reported: Call drops. Issue observed in Durgapur area. Ticket escalated to Level 3 support.,Call drops
CMP008843,SUB046215,2020-09-27 07:43:56,2020-10-01 14:20:29,Customer reported: Call drops. Issue observed in Durgapur area. Ticket escalated to Level 1 support.,Call drops
CMP008844,SUB040330,2024-12-30 02:32:28,,Customer reported: Customer service complaint. Issue observed in Junagadh area. Ticket escalated to Level 1 support.,Customer service complaint
CMP008845,SUB041508,2022-01-30 08:08:53,2022-02-02 20:11:59,Customer reported: Customer service complaint. Issue observed in Gwalior area. Ticket escalated to Level 1 support.,Customer service complaint
CMP008846,SUB020100,2024-12-30 23:46:33,,Customer reported: Slow internet speed. Issue observed in Mumbai area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008847,SUB045907,2019-09-28 23:48:01,,Customer reported: Roaming issue. Issue observed in Jaipur area. Ticket escalated to Level 1 support.,Roaming issue
CMP008848,SUB013615,2020-07-29 11:39:03,2020-08-05 22:58:54,Customer reported: Number portability. Issue observed in Bangalore area. Ticket escalated to Level 1 support.,Number portability
CMP008849,SUB043996,2021-11-05 12:01:56,2021-11-07 21:23:43,Customer reported: Call drops. Issue observed in Delhi area. Ticket escalated to Level 3 support.,Call drops
CMP008850,SUB032045,2021-11-14 02:45:03,2021-11-26 19:21:19,Customer reported: Roaming issue. Issue observed in Jamnagar area. Ticket escalated to Level 2 support.,Roaming issue
CMP008851,SUB016308,2024-05-10 04:38:48,2024-05-20 20:57:53,Customer reported: Billing issue. Issue observed in Asansol area. Ticket escalated to Level 1 support.,Billing issue
CMP008852,SUB014675,2024-09-26 15:49:16,2024-10-10 08:56:11,Customer reported: SIM activation problem. Issue observed in Pune area. Ticket escalated to Level 2 support.,SIM activation problem
CMP008853,SUB031886,2024-06-10 05:19:47,2024-06-21 12:39:23,Customer reported: SIM activation problem. Issue observed in Mysore area. Ticket escalated to Level 3 support.,SIM activation problem
CMP008854,SUB044623,2022-02-17 01:31:31,2022-02-19 14:04:06,Customer reported: SIM activation problem. Issue observed in Madurai area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008855,SUB039814,2022-09-29 04:31:11,2022-10-10 15:13:09,Customer reported: Customer service complaint. Issue observed in Guntur area. Ticket escalated to Level 1 support.,Customer service complaint
CMP008856,SUB039710,2023-10-21 02:55:25,,Customer reported: International call problem. Issue observed in Kota area. Ticket escalated to Level 3 support.,International call problem
CMP008857,SUB043960,2024-07-04 15:27:56,2024-07-08 14:30:20,Customer reported: Roaming issue. Issue observed in Faridabad area. Ticket escalated to Level 2 support.,Roaming issue
CMP008858,SUB016006,2024-04-28 06:50:30,2024-04-29 14:22:26,Customer reported: Number portability. Issue observed in Bellary area. Ticket escalated to Level 3 support.,Number portability
CMP008859,SUB048405,2024-02-08 08:14:36,,Customer reported: SIM activation problem. Issue observed in Chennai area. Ticket escalated to Level 2 support.,SIM activation problem
CMP008860,SUB015743,2021-06-10 01:30:41,2021-06-18 04:04:08,Customer reported: Portability delay. Issue observed in Amritsar area. Ticket escalated to Level 3 support.,Portability delay
CMP008861,SUB015054,2020-03-12 09:43:00,2020-03-22 01:40:31,Customer reported: Billing issue. Issue observed in Jodhpur area. Ticket escalated to Level 3 support.,Billing issue
CMP008862,SUB025772,2018-10-31 06:19:53,2018-11-08 03:38:37,Customer reported: SIM activation problem. Issue observed in Indore area. Ticket escalated to Level 1 support.,SIM activation problem
CMP008863,SUB003016,2022-11-05 01:51:26,2022-11-09 17:04:35,Customer reported: Slow internet speed. Issue observed in Gurgaon area. Ticket escalated to Level 3 support.,Slow internet speed
CMP008864,SUB027174,2021-03-17 14:05:07,2021-03-29 10:20:15,Customer reported: Wrong deduction. Issue observed in Bhavnagar area. Ticket escalated to Level 2 support.,Wrong deduction
CMP008865,SUB010766,2024-01-17 07:37:19,2024-01-30 12:41:48,Customer reported: OTP not received. Issue observed in Ujjain area. Ticket escalated to Level 2 support.,OTP not received
