Tower_id,capacity,covrage_area,location,Tower_status
2648,1000,Suburban,"Durgapur, West Bengal — Sector 5",active
2649,200,Rural,"Gwalior, Madhya Pradesh — Sector 11",active
2650,300,Residential,"Hubli, Karnataka — Sector 8",active
2651,100,Mall,"Noida, Uttar Pradesh — Sector 19",inactive
2652,100,Suburban,"Ahmedabad, Gujarat — Sector 41",active
2653,200,Airport,"Kota, Rajasthan — Sector 26",active
2654,1000,Industrial,"Aurangabad, Maharashtra — Sector 39",active
2655,500,Industrial,"Bikaner, Rajasthan — Sector 16",active
2656,1000,Rural,"Kota, Rajasthan — Sector 1",active
2657,500,Mall,"Hyderabad, Telangana — Sector 3",active
2658,100,Residential,"Tiruchirappalli, Tamil Nadu — Sector 4",active
2659,300,Railway Station,"Siliguri, West Bengal — Sector 36",maintenance
2660,1000,Railway Station,"Agra, Uttar Pradesh — Sector 41",active
2661,200,Airport,"Chennai, Tamil Nadu — Sector 25",maintenance
2662,100,Mall,"Jalandhar, Punjab — Sector 44",maintenance
2663,200,Urban,"Coimbatore, Tamil Nadu — Sector 3",active
2664,300,Airport,"Ajmer, Rajasthan — Sector 48",active
2665,1000,Industrial,"Bangalore, Karnataka — Sector 14",active
2666,200,Suburban,"Mangalore, Karnataka — Sector 28",active
2667,750,Residential,"Mysore, Karnataka — Sector 19",maintenance
2668,100,Industrial,"Faridabad, Haryana — Sector 18",active
2669,200,Urban,"Faridabad, Haryana — Sector 9",active
2670,1000,Urban,"Durgapur, West Bengal — Sector 25",active
2671,1000,Highway,"Jamnagar, Gujarat — Sector 11",active
2672,750,Railway Station,"Agra, Uttar Pradesh — Sector 42",active
2673,100,Railway Station,"Ujjain, Madhya Pradesh — Sector 31",active
2674,750,Mall,"Indore, Madhya Pradesh — Sector 20",active
2675,200,Residential,"Chennai, Tamil Nadu — Sector 22",active
2676,300,Suburban,"Aurangabad, Maharashtra — Sector 32",active
2677,500,Highway,"Kolhapur, Maharashtra — Sector 25",active
2678,200,Highway,"Tiruchirappalli, Tamil Nadu — Sector 21",active
2679,300,Rural,"Jodhpur, Rajasthan — Sector 37",maintenance
2680,750,Urban,"Delhi, Delhi — Sector 11",active
2681,100,Mall,"Coimbatore, Tamil Nadu — Sector 29",maintenance
2682,1000,Commercial,"Patiala, Punjab — Sector 15",active
2683,1000,Industrial,"Kolkata, West Bengal — Sector 48",active
2684,750,Industrial,"Meerut, Uttar Pradesh — Sector 50",active
2685,100,Suburban,"Kolkata, West Bengal — Sector 30",active
2686,200,Suburban,"Udaipur, Rajasthan — Sector 8",active
2687,500,Urban,"Jaipur, Rajasthan — Sector 8",active
2688,100,Commercial,"Mysore, Karnataka — Sector 21",active
2689,200,Urban,"Lucknow, Uttar Pradesh — Sector 43",active
2690,200,Rural,"Jamnagar, Gujarat — Sector 21",active
2691,300,Rural,"Jamnagar, Gujarat — Sector 24",active
2692,1000,Urban,"Salem, Tamil Nadu — Sector 18",active
2693,100,Mall,"Ujjain, Madhya Pradesh — Sector 28",active
2694,500,Railway Station,"Bellary, Karnataka — Sector 38",active
2695,500,Airport,"Bhavnagar, Gujarat — Sector 31",active
2696,500,Rural,"Asansol, West Bengal — Sector 16",active
2697,750,Industrial,"Chennai, Tamil Nadu — Sector 42",active
2698,500,Industrial,"Rajkot, Gujarat — Sector 29",active
2699,100,Commercial,"Bellary, Karnataka — Sector 19",active
2700,500,Suburban,"Ghaziabad, Uttar Pradesh — Sector 30",inactive
2701,100,Urban,"Ahmedabad, Gujarat — Sector 10",active
2702,1000,Railway Station,"Madurai, Tamil Nadu — Sector 9",active
2703,200,Railway Station,"Patiala, Punjab — Sector 31",active
2704,1000,Commercial,"Jalandhar, Punjab — Sector 31",active
2705,100,Railway Station,"Faridabad, Haryana — Sector 37",active
2706,750,Highway,"Pune, Maharashtra — Sector 6",active
2707,750,Commercial,"Noida, Uttar Pradesh — Sector 24",active
2708,1000,Highway,"Kota, Rajasthan — Sector 37",active
2709,750,Highway,"Bangalore, Karnataka — Sector 2",active
2710,750,Commercial,"Bangalore, Karnataka — Sector 26",active
2711,750,Industrial,"Durgapur, West Bengal — Sector 48",active
2712,500,Commercial,"Nagpur, Maharashtra — Sector 50",active
2713,300,Commercial,"Ghaziabad, Uttar Pradesh — Sector 33",maintenance
2714,200,Airport,"Kolhapur, Maharashtra — Sector 48",active
2715,500,Industrial,"Jalandhar, Punjab — Sector 23",active
2716,500,Mall,"Ajmer, Rajasthan — Sector 6",active
2717,1000,Airport,"Guntur, Andhra Pradesh — Sector 48",active
2718,750,Urban,"Rajkot, Gujarat — Sector 14",active
2719,500,Suburban,"Bikaner, Rajasthan — Sector 9",active
2720,750,Urban,"Lucknow, Uttar Pradesh — Sector 43",active
2721,500,Residential,"Junagadh, Gujarat — Sector 45",active
2722,1000,Rural,"Nagpur, Maharashtra — Sector 28",maintenance
2723,1000,Industrial,"Kota, Rajasthan — Sector 23",active
2724,100,Highway,"Ujjain, Madhya Pradesh — Sector 27",active
2725,300,Residential,"Pune, Maharashtra — Sector 44",active
2726,200,Railway Station,"Vijayawada, Andhra Pradesh — Sector 48",inactive
2727,1000,Airport,"Hubli, Karnataka — Sector 49",active
2728,300,Mall,"Hubli, Karnataka — Sector 41",maintenance
2729,1000,Commercial,"Jabalpur, Madhya Pradesh — Sector 42",active
2730,500,Commercial,"Guntur, Andhra Pradesh — Sector 49",maintenance
2731,200,Mall,"Warangal, Telangana — Sector 31",active
2732,750,Suburban,"Agra, Uttar Pradesh — Sector 18",active
2733,200,Airport,"Udaipur, Rajasthan — Sector 9",active
2734,500,Industrial,"Kolhapur, Maharashtra — Sector 18",active
2735,750,Commercial,"Siliguri, West Bengal — Sector 35",active
2736,100,Residential,"Solapur, Maharashtra — Sector 49",maintenance
2737,500,Urban,"Asansol, West Bengal — Sector 45",active
2738,200,Mall,"Indore, Madhya Pradesh — Sector 50",active
2739,500,Railway Station,"Mysore, Karnataka — Sector 44",active
2740,100,Airport,"Ludhiana, Punjab — Sector 16",inactive
2741,500,Residential,"Siliguri, West Bengal — Sector 49",active
2742,200,Mall,"Agra, Uttar Pradesh — Sector 50",active
2743,200,Airport,"Bhopal, Madhya Pradesh — Sector 24",inactive
2744,500,Highway,"Coimbatore, Tamil Nadu — Sector 48",active
2745,200,Residential,"Junagadh, Gujarat — Sector 36",active
2746,1000,Highway,"Bikaner, Rajasthan — Sector 43",active
2747,300,Urban,"Jaipur, Rajasthan — Sector 41",active
2748,500,Airport,"Bhopal, Madhya Pradesh — Sector 23",active
2749,1000,Railway Station,"Jaipur, Rajasthan — Sector 18",active
2750,500,Urban,"Ludhiana, Punjab — Sector 35",active
2751,200,Airport,"Ahmedabad, Gujarat — Sector 18",active
2752,100,Airport,"Nashik, Maharashtra — Sector 43",active
2753,200,Mall,"Bellary, Karnataka — Sector 38",active
2754,1000,Commercial,"Amritsar, Punjab — Sector 44",active
2755,300,Urban,"Bhavnagar, Gujarat — Sector 46",active
2756,1000,Rural,"Jalandhar, Punjab — Sector 49",active
2757,500,Highway,"Ajmer, Rajasthan — Sector 22",active
2758,100,Commercial,"Vijayawada, Andhra Pradesh — Sector 40",active
2759,300,Airport,"Ajmer, Rajasthan — Sector 2",active
2760,100,Residential,"Nashik, Maharashtra — Sector 39",active
2761,300,Mall,"Jamnagar, Gujarat — Sector 13",active
2762,1000,Commercial,"Asansol, West Bengal — Sector 14",active
2763,200,Highway,"Madurai, Tamil Nadu — Sector 16",active
2764,750,Mall,"Gwalior, Madhya Pradesh — Sector 22",active
2765,200,Airport,"Jalandhar, Punjab — Sector 35",active
2766,100,Mall,"Ahmedabad, Gujarat — Sector 21",active
2767,1000,Industrial,"Ghaziabad, Uttar Pradesh — Sector 24",active
2768,100,Mall,"Pune, Maharashtra — Sector 50",active
2769,100,Commercial,"Ujjain, Madhya Pradesh — Sector 4",active
2770,750,Rural,"Ajmer, Rajasthan — Sector 49",active
2771,300,Mall,"Jodhpur, Rajasthan — Sector 32",active
2772,750,Highway,"Jalandhar, Punjab — Sector 50",active
2773,500,Mall,"Aurangabad, Maharashtra — Sector 34",active
2774,100,Highway,"Jalandhar, Punjab — Sector 44",active
2775,100,Residential,"Nagpur, Maharashtra — Sector 16",active
2776,200,Airport,"Ahmedabad, Gujarat — Sector 31",active
2777,300,Rural,"Bangalore, Karnataka — Sector 8",active
2778,100,Airport,"Mysore, Karnataka — Sector 22",active
2779,100,Residential,"Agra, Uttar Pradesh — Sector 26",active
2780,100,Mall,"Mangalore, Karnataka — Sector 2",inactive
2781,750,Industrial,"Coimbatore, Tamil Nadu — Sector 17",active
2782,100,Suburban,"Mangalore, Karnataka — Sector 44",active
2783,100,Industrial,"Junagadh, Gujarat — Sector 12",active
2784,750,Railway Station,"Hubli, Karnataka — Sector 24",active
2785,750,Railway Station,"Jodhpur, Rajasthan — Sector 50",active
2786,100,Urban,"Mangalore, Karnataka — Sector 17",active
2787,200,Residential,"Patiala, Punjab — Sector 37",active
2788,200,Commercial,"Meerut, Uttar Pradesh — Sector 45",inactive
2789,750,Mall,"Mangalore, Karnataka — Sector 10",maintenance
2790,750,Urban,"Gurgaon, Haryana — Sector 31",active
2791,500,Suburban,"Bellary, Karnataka — Sector 47",active
2792,500,Commercial,"Chennai, Tamil Nadu — Sector 19",active
2793,200,Mall,"Nagpur, Maharashtra — Sector 9",active
2794,300,Residential,"Vijayawada, Andhra Pradesh — Sector 33",active
2795,750,Urban,"Jaipur, Rajasthan — Sector 16",active
2796,500,Suburban,"Vadodara, Gujarat — Sector 18",active
2797,100,Commercial,"Bellary, Karnataka — Sector 35",active
2798,300,Mall,"Udaipur, Rajasthan — Sector 38",active
2799,1000,Mall,"Mangalore, Karnataka — Sector 13",active
2800,200,Suburban,"Solapur, Maharashtra — Sector 26",active
2801,200,Highway,"Salem, Tamil Nadu — Sector 10",active
2802,500,Rural,"Vijayawada, Andhra Pradesh — Sector 38",active
2803,500,Railway Station,"Chandigarh, Punjab — Sector 35",active
2804,1000,Urban,"Kolhapur, Maharashtra — Sector 23",active
2805,750,Airport,"Mangalore, Karnataka — Sector 28",active
2806,200,Suburban,"Udaipur, Rajasthan — Sector 43",active
2807,500,Rural,"Gandhinagar, Gujarat — Sector 23",active
2808,300,Urban,"Rajkot, Gujarat — Sector 24",active
2809,100,Residential,"Bangalore, Karnataka — Sector 26",active
2810,300,Suburban,"Durgapur, West Bengal — Sector 46",active
2811,200,Residential,"Asansol, West Bengal — Sector 17",active
2812,1000,Rural,"Warangal, Telangana — Sector 7",active
2813,500,Residential,"Noida, Uttar Pradesh — Sector 27",active
2814,500,Rural,"Howrah, West Bengal — Sector 41",active
2815,300,Railway Station,"Mangalore, Karnataka — Sector 28",active
2816,500,Industrial,"Guntur, Andhra Pradesh — Sector 36",active
2817,750,Commercial,"Asansol, West Bengal — Sector 4",active
2818,750,Railway Station,"Chennai, Tamil Nadu — Sector 8",active
2819,200,Rural,"Salem, Tamil Nadu — Sector 1",active
2820,1000,Urban,"Jabalpur, Madhya Pradesh — Sector 35",maintenance
2821,100,Railway Station,"Vijayawada, Andhra Pradesh — Sector 44",maintenance
2822,500,Rural,"Aurangabad, Maharashtra — Sector 35",active
2823,300,Railway Station,"Gandhinagar, Gujarat — Sector 31",active
2824,500,Urban,"Vadodara, Gujarat — Sector 39",active
2825,500,Rural,"Nagpur, Maharashtra — Sector 12",active
2826,300,Residential,"Guntur, Andhra Pradesh — Sector 41",active
2827,750,Mall,"Indore, Madhya Pradesh — Sector 33",maintenance
2828,300,Highway,"Gurgaon, Haryana — Sector 12",inactive
2829,500,Residential,"Coimbatore, Tamil Nadu — Sector 25",active
2830,500,Railway Station,"Kota, Rajasthan — Sector 45",active
2831,750,Suburban,"Udaipur, Rajasthan — Sector 16",active
2832,200,Rural,"Indore, Madhya Pradesh — Sector 31",maintenance
2833,100,Railway Station,"Patiala, Punjab — Sector 3",maintenance
2834,1000,Railway Station,"Surat, Gujarat — Sector 22",active
2835,300,Suburban,"Solapur, Maharashtra — Sector 3",active
2836,100,Commercial,"Howrah, West Bengal — Sector 10",active
2837,200,Industrial,"Gandhinagar, Gujarat — Sector 40",active
2838,200,Industrial,"Gurgaon, Haryana — Sector 16",active
2839,200,Residential,"Gandhinagar, Gujarat — Sector 4",active
2840,100,Urban,"Thane, Maharashtra — Sector 4",inactive
2841,750,Industrial,"Mysore, Karnataka — Sector 38",active
2842,500,Railway Station,"Ludhiana, Punjab — Sector 9",active
2843,750,Railway Station,"Junagadh, Gujarat — Sector 6",active
2844,100,Urban,"Jamnagar, Gujarat — Sector 4",active
2845,100,Highway,"Bikaner, Rajasthan — Sector 34",active
2846,750,Rural,"Bellary, Karnataka — Sector 14",active
2847,300,Rural,"Vijayawada, Andhra Pradesh — Sector 48",active
2848,200,Rural,"Tiruchirappalli, Tamil Nadu — Sector 50",active
2849,1000,Suburban,"Chandigarh, Punjab — Sector 8",active
2850,300,Rural,"Howrah, West Bengal — Sector 1",active
2851,100,Residential,"Jalandhar, Punjab — Sector 31",active
2852,750,Industrial,"Udaipur, Rajasthan — Sector 3",active
2853,1000,Residential,"Kolkata, West Bengal — Sector 10",active
2854,1000,Urban,"Surat, Gujarat — Sector 16",inactive
2855,300,Highway,"Bikaner, Rajasthan — Sector 44",maintenance
2856,300,Suburban,"Hyderabad, Telangana — Sector 31",active
2857,1000,Urban,"Salem, Tamil Nadu — Sector 17",inactive
2858,100,Suburban,"Guntur, Andhra Pradesh — Sector 17",active
2859,500,Mall,"Ahmedabad, Gujarat — Sector 36",active
2860,750,Airport,"Ahmedabad, Gujarat — Sector 23",active
2861,300,Urban,"Visakhapatnam, Andhra Pradesh — Sector 32",active
2862,300,Mall,"Bangalore, Karnataka — Sector 16",active
2863,500,Highway,"Surat, Gujarat — Sector 23",active
2864,200,Urban,"Mumbai, Maharashtra — Sector 17",active
2865,1000,Railway Station,"Kota, Rajasthan — Sector 16",maintenance
2866,1000,Residential,"Hubli, Karnataka — Sector 42",active
2867,1000,Rural,"Gwalior, Madhya Pradesh — Sector 21",active
2868,100,Suburban,"Mumbai, Maharashtra — Sector 3",active
2869,200,Highway,"Gandhinagar, Gujarat — Sector 39",active
2870,750,Residential,"Hyderabad, Telangana — Sector 37",active
2871,300,Urban,"Asansol, West Bengal — Sector 41",active
2872,750,Highway,"Aurangabad, Maharashtra — Sector 47",active
2873,1000,Commercial,"Surat, Gujarat — Sector 28",active
2874,750,Mall,"Bhopal, Madhya Pradesh — Sector 23",active
2875,200,Commercial,"Delhi, Delhi — Sector 49",active
2876,1000,Mall,"Jamnagar, Gujarat — Sector 33",active
2877,750,Rural,"Meerut, Uttar Pradesh — Sector 40",active
2878,750,Commercial,"Jaipur, Rajasthan — Sector 43",active
2879,1000,Mall,"Lucknow, Uttar Pradesh — Sector 50",active
2880,200,Commercial,"Amritsar, Punjab — Sector 47",active
2881,300,Airport,"Surat, Gujarat — Sector 7",active
2882,750,Highway,"Hubli, Karnataka — Sector 26",active
2883,300,Suburban,"Nagpur, Maharashtra — Sector 21",active
2884,200,Highway,"Solapur, Maharashtra — Sector 26",active
2885,500,Commercial,"Jabalpur, Madhya Pradesh — Sector 5",active
2886,1000,Residential,"Chennai, Tamil Nadu — Sector 26",active
2887,100,Urban,"Jabalpur, Madhya Pradesh — Sector 2",active
2888,1000,Urban,"Coimbatore, Tamil Nadu — Sector 41",active
2889,200,Highway,"Visakhapatnam, Andhra Pradesh — Sector 40",active
2890,1000,Urban,"Junagadh, Gujarat — Sector 6",inactive
2891,1000,Commercial,"Noida, Uttar Pradesh — Sector 26",active
2892,200,Commercial,"Guntur, Andhra Pradesh — Sector 36",active
2893,300,Railway Station,"Asansol, West Bengal — Sector 38",active
2894,300,Residential,"Jalandhar, Punjab — Sector 49",active
2895,500,Mall,"Junagadh, Gujarat — Sector 4",active
2896,750,Commercial,"Coimbatore, Tamil Nadu — Sector 30",active
2897,1000,Rural,"Gurgaon, Haryana — Sector 25",active
2898,750,Highway,"Meerut, Uttar Pradesh — Sector 21",active
2899,1000,Highway,"Howrah, West Bengal — Sector 11",active
2900,300,Suburban,"Bikaner, Rajasthan — Sector 15",active
2901,200,Highway,"Warangal, Telangana — Sector 3",active
2902,500,Airport,"Mumbai, Maharashtra — Sector 9",active
2903,100,Railway Station,"Bhopal, Madhya Pradesh — Sector 5",active
2904,1000,Commercial,"Bhavnagar, Gujarat — Sector 4",active
2905,1000,Mall,"Ahmedabad, Gujarat — Sector 24",active
2906,300,Airport,"Siliguri, West Bengal — Sector 2",active
2907,100,Suburban,"Solapur, Maharashtra — Sector 3",maintenance
2908,300,Highway,"Jabalpur, Madhya Pradesh — Sector 35",active
2909,1000,Highway,"Pune, Maharashtra — Sector 28",active
2910,1000,Industrial,"Visakhapatnam, Andhra Pradesh — Sector 35",active
2911,100,Residential,"Kolkata, West Bengal — Sector 8",active
2912,300,Mall,"Vijayawada, Andhra Pradesh — Sector 10",active
2913,750,Industrial,"Asansol, West Bengal — Sector 31",inactive
2914,1000,Rural,"Noida, Uttar Pradesh — Sector 19",active
2915,500,Highway,"Chennai, Tamil Nadu — Sector 50",active
2916,500,Mall,"Gurgaon, Haryana — Sector 35",active
2917,1000,Urban,"Ludhiana, Punjab — Sector 8",active
2918,200,Rural,"Jamnagar, Gujarat — Sector 18",active
2919,750,Urban,"Ajmer, Rajasthan — Sector 2",active
2920,300,Highway,"Rajkot, Gujarat — Sector 33",inactive
2921,500,Suburban,"Bikaner, Rajasthan — Sector 41",active
2922,200,Airport,"Thane, Maharashtra — Sector 27",maintenance
2923,1000,Mall,"Delhi, Delhi — Sector 46",active
2924,200,Mall,"Surat, Gujarat — Sector 43",active
2925,1000,Residential,"Patiala, Punjab — Sector 6",active
2926,750,Railway Station,"Salem, Tamil Nadu — Sector 33",active
2927,1000,Highway,"Mangalore, Karnataka — Sector 34",active
2928,100,Industrial,"Gurgaon, Haryana — Sector 3",active
2929,100,Rural,"Ludhiana, Punjab — Sector 12",active
2930,500,Rural,"Durgapur, West Bengal — Sector 11",active
2931,300,Airport,"Agra, Uttar Pradesh — Sector 18",active
